,Magnet-sensor distance [cm],Bx[mT],By[mT],Bz[mT],Bx[LSB],By[LSB],Bz[LSB],Temperature[C],"Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]"
5835,5,-7.39,-45.05,1.19,-218,-1329,35,19.74,2
5836,5,-7.49,-45.05,1.15,-221,-1329,34,19.87,2
5837,5,-7.42,-44.98,1.22,-219,-1327,36,20.26,2
5838,5,-7.46,-45.02,1.19,-220,-1328,35,19.87,2
5839,5,-7.49,-45.08,1.12,-221,-1330,33,20.07,2
5840,5,-7.42,-45.05,1.15,-219,-1329,34,20.13,2
5841,5,-7.56,-45.02,1.22,-223,-1328,36,19.54,2
5842,5,-7.39,-45.08,1.15,-218,-1330,34,19.93,2
5843,5,-7.63,-45.02,1.15,-225,-1328,34,20.0,2
5844,5,-7.53,-44.98,1.22,-222,-1327,36,19.93,2
5845,5,-7.49,-45.15,1.12,-221,-1332,33,19.87,2
5846,5,-7.56,-45.15,1.15,-223,-1332,34,20.07,2
5847,5,-7.63,-44.98,1.12,-225,-1327,33,19.8,2
5848,5,-7.49,-44.98,1.25,-221,-1327,37,19.61,2
5849,5,-7.56,-45.19,1.15,-223,-1333,34,19.93,2
5850,5,-7.53,-45.08,1.19,-222,-1330,35,19.87,2
5851,5,-7.53,-45.19,1.15,-222,-1333,34,19.93,2
5852,5,-7.56,-45.19,1.15,-223,-1333,34,19.67,2
5853,5,-7.59,-45.15,1.22,-224,-1332,36,20.0,2
5854,5,-7.56,-45.05,1.19,-223,-1329,35,19.74,2
5855,5,-7.49,-45.15,1.08,-221,-1332,32,19.93,2
5856,5,-7.49,-44.98,1.22,-221,-1327,36,20.07,2
5857,5,-7.56,-45.12,1.19,-223,-1331,35,19.93,2
5858,5,-7.53,-45.05,1.12,-222,-1329,33,19.87,2
5859,5,-7.59,-45.12,1.19,-224,-1331,35,20.13,2
5860,5,-7.36,-44.95,1.15,-217,-1326,34,20.0,2
5861,5,-7.42,-45.08,1.12,-219,-1330,33,20.0,2
5862,5,-7.56,-44.88,1.19,-223,-1324,35,19.87,2
5863,5,-7.49,-45.02,1.19,-221,-1328,35,20.13,2
5864,5,-7.46,-45.02,1.22,-220,-1328,36,20.0,2
5865,5,-7.49,-45.05,1.12,-221,-1329,33,20.07,2
5866,5,-7.56,-45.05,1.22,-223,-1329,36,20.07,2
5867,5,-7.56,-45.08,1.15,-223,-1330,34,19.61,2
5868,5,-7.39,-44.95,1.19,-218,-1326,35,19.67,2
5869,5,-7.56,-45.08,1.19,-223,-1330,35,19.74,2
5870,5,-7.36,-45.12,1.29,-217,-1331,38,19.93,2
5871,5,-7.46,-45.05,1.19,-220,-1329,35,19.93,2
5872,5,-7.46,-45.12,1.12,-220,-1331,33,20.0,2
5873,5,-7.49,-44.95,1.15,-221,-1326,34,19.93,2
5874,5,-7.49,-45.19,1.22,-221,-1333,36,19.93,2
5875,5,-7.53,-45.02,1.19,-222,-1328,35,19.8,2
5876,5,-7.49,-44.88,1.19,-221,-1324,35,19.74,2
5877,5,-7.53,-44.88,1.19,-222,-1324,35,19.8,2
5878,5,-7.49,-45.02,1.22,-221,-1328,36,19.93,2
5879,5,-7.69,-44.95,1.15,-227,-1326,34,19.54,2
5880,5,-7.53,-45.12,1.19,-222,-1331,35,19.8,2
5881,5,-7.56,-45.12,1.22,-223,-1331,36,20.07,2
5882,5,-7.59,-45.12,1.12,-224,-1331,33,19.93,2
5883,5,-7.49,-44.95,1.25,-221,-1326,37,19.8,2
5884,5,-7.46,-44.98,1.12,-220,-1327,33,19.8,2
5885,5,-7.46,-45.08,1.25,-220,-1330,37,19.93,2
5886,5,-7.56,-45.12,1.12,-223,-1331,33,20.0,2
5887,5,-7.39,-45.05,1.15,-218,-1329,34,20.07,2
5888,5,-7.49,-45.05,1.19,-221,-1329,35,19.8,2
5889,5,-7.42,-45.02,1.15,-219,-1328,34,20.07,2
5890,5,-7.56,-44.95,1.12,-223,-1326,33,19.93,2
5891,5,-7.53,-45.02,1.12,-222,-1328,33,20.0,2
5892,5,-7.49,-44.95,1.19,-221,-1326,35,19.8,2
5893,5,-7.53,-45.05,1.12,-222,-1329,33,19.74,2
5894,5,-7.42,-44.92,1.19,-219,-1325,35,19.87,2
5895,5,-7.59,-45.02,1.22,-224,-1328,36,19.93,2
5896,5,-7.53,-45.08,1.22,-222,-1330,36,19.67,2
5897,5,-7.42,-45.05,1.22,-219,-1329,36,19.93,2
5898,5,-7.59,-45.12,1.19,-224,-1331,35,20.07,2
5899,5,-7.59,-45.08,1.15,-224,-1330,34,19.93,2
5900,5,-7.46,-45.02,1.08,-220,-1328,32,20.07,2
5901,5,-7.59,-45.05,1.19,-224,-1329,35,20.07,2
5902,5,-7.56,-45.05,1.19,-223,-1329,35,20.0,2
5903,5,-7.53,-44.95,1.29,-222,-1326,38,19.93,2
5904,5,-7.56,-44.95,1.15,-223,-1326,34,19.74,2
5905,5,-7.49,-45.15,1.22,-221,-1332,36,19.54,2
5906,5,-7.46,-45.02,1.08,-220,-1328,32,19.93,2
5907,5,-7.49,-44.98,1.08,-221,-1327,32,19.8,2
5908,5,-7.59,-44.92,1.22,-224,-1325,36,19.93,2
5909,5,-7.56,-45.15,1.19,-223,-1332,35,20.07,2
5910,5,-7.53,-45.08,1.12,-222,-1330,33,19.74,2
5911,5,-7.42,-45.02,1.22,-219,-1328,36,20.13,2
5912,5,-7.53,-44.88,1.08,-222,-1324,32,19.8,2
5913,5,-7.42,-44.95,1.15,-219,-1326,34,19.8,2
5914,5,-7.49,-45.05,1.19,-221,-1329,35,19.93,2
5915,5,-7.49,-44.88,1.22,-221,-1324,36,19.8,2
5916,5,-7.46,-45.12,1.19,-220,-1331,35,19.8,2
5917,5,-7.46,-45.12,1.12,-220,-1331,33,19.87,2
5918,5,-7.56,-45.02,1.19,-223,-1328,35,19.8,2
5919,5,-7.59,-44.92,1.12,-224,-1325,33,19.74,2
5920,5,-7.39,-45.12,1.22,-218,-1331,36,19.74,2
5921,5,-7.46,-44.98,1.22,-220,-1327,36,20.07,2
5922,5,-7.63,-45.02,1.22,-225,-1328,36,20.07,2
5923,5,-7.53,-45.15,1.15,-222,-1332,34,19.74,2
5924,5,-7.42,-45.08,1.22,-219,-1330,36,19.87,2
5925,5,-7.53,-45.05,1.19,-222,-1329,35,19.8,2
5926,5,-7.42,-45.02,1.19,-219,-1328,35,19.8,2
5927,5,-7.59,-44.92,1.19,-224,-1325,35,20.0,2
5928,5,-7.46,-45.19,1.22,-220,-1333,36,19.87,2
5929,5,-7.49,-45.12,1.22,-221,-1331,36,19.8,2
5930,5,-7.56,-45.05,1.15,-223,-1329,34,20.2,2
5931,5,-7.59,-45.02,1.15,-224,-1328,34,20.0,2
5932,5,-7.56,-45.02,1.12,-223,-1328,33,19.74,2
5933,5,-7.39,-44.85,1.12,-218,-1323,33,19.8,2
5934,5,-7.56,-44.98,1.08,-223,-1327,32,19.74,2
5935,5,-7.63,-44.88,1.15,-225,-1324,34,19.67,2
5936,5,-7.56,-44.95,1.12,-223,-1326,33,19.93,2
5937,5,-7.63,-45.05,1.15,-225,-1329,34,19.87,2
5938,5,-7.56,-44.98,1.22,-223,-1327,36,20.07,2
5939,5,-7.46,-45.05,1.12,-220,-1329,33,20.33,2
5940,5,-7.56,-45.05,1.12,-223,-1329,33,19.93,2
5941,5,-7.56,-44.95,1.19,-223,-1326,35,19.93,2
5942,5,-7.42,-44.98,1.19,-219,-1327,35,19.93,2
5943,5,-7.59,-45.05,1.25,-224,-1329,37,20.07,2
5944,5,-7.49,-45.02,1.22,-221,-1328,36,20.13,2
5945,5,-7.49,-45.15,1.25,-221,-1332,37,20.07,2
5946,5,-7.56,-45.08,1.19,-223,-1330,35,19.87,2
5947,5,-7.42,-44.88,1.08,-219,-1324,32,20.0,2
5948,5,-7.53,-45.02,1.19,-222,-1328,35,19.87,2
5949,5,-7.53,-44.85,1.12,-222,-1323,33,19.87,2
5950,5,-7.53,-45.08,1.19,-222,-1330,35,19.93,2
5951,5,-7.49,-45.02,1.12,-221,-1328,33,19.8,2
5952,5,-7.59,-45.02,1.19,-224,-1328,35,19.8,2
5953,5,-7.36,-45.02,1.25,-217,-1328,37,19.8,2
5954,5,-7.69,-45.19,1.22,-227,-1333,36,19.87,2
5955,5,-7.46,-44.81,1.19,-220,-1322,35,20.0,2
5956,5,-7.53,-44.98,1.15,-222,-1327,34,19.87,2
5957,5,-7.46,-45.05,1.25,-220,-1329,37,19.87,2
5958,5,-7.42,-45.05,1.15,-219,-1329,34,19.8,2
5959,5,-7.49,-45.05,1.22,-221,-1329,36,19.8,2
5960,5,-7.53,-45.19,1.19,-222,-1333,35,19.87,2
5961,5,-7.56,-45.15,1.08,-223,-1332,32,19.87,2
5962,5,-7.42,-45.08,1.12,-219,-1330,33,19.93,2
5963,5,-7.49,-45.02,1.12,-221,-1328,33,19.61,2
5964,5,-7.53,-44.98,1.15,-222,-1327,34,19.8,2
5965,5,-7.53,-45.12,1.22,-222,-1331,36,19.87,2
5966,5,-7.42,-45.02,1.22,-219,-1328,36,19.87,2
5967,5,-7.49,-44.95,1.19,-221,-1326,35,20.0,2
5968,5,-7.56,-45.08,1.12,-223,-1330,33,19.87,2
5969,5,-7.49,-45.02,1.19,-221,-1328,35,19.8,2
5970,5,-7.59,-45.15,1.19,-224,-1332,35,20.07,2
5971,5,-7.36,-44.98,1.25,-217,-1327,37,20.0,2
5972,5,-7.53,-45.02,1.12,-222,-1328,33,20.26,2
5973,5,-7.53,-45.05,1.08,-222,-1329,32,19.8,2
5974,5,-7.56,-45.05,1.25,-223,-1329,37,19.93,2
5975,5,-7.42,-45.08,1.22,-219,-1330,36,19.87,2
5976,5,-7.49,-45.02,1.19,-221,-1328,35,20.0,2
5977,5,-7.46,-44.92,1.22,-220,-1325,36,19.87,2
5978,5,-7.46,-45.05,1.19,-220,-1329,35,19.67,2
5979,5,-7.53,-45.02,1.12,-222,-1328,33,19.93,2
5980,5,-7.49,-44.98,1.25,-221,-1327,37,19.87,2
5981,5,-7.46,-45.12,1.15,-220,-1331,34,20.0,2
5982,5,-7.42,-44.98,1.29,-219,-1327,38,19.93,2
5983,5,-7.53,-45.08,1.19,-222,-1330,35,20.07,2
5984,5,-7.56,-45.22,1.19,-223,-1334,35,19.87,2
5985,5,-7.49,-45.15,1.19,-221,-1332,35,19.93,2
5986,5,-7.46,-45.05,1.19,-220,-1329,35,20.0,2
5987,5,-7.56,-45.05,1.22,-223,-1329,36,19.93,2
5988,5,-7.53,-44.98,1.15,-222,-1327,34,20.0,2
5989,5,-7.46,-44.95,1.12,-220,-1326,33,20.0,2
5990,5,-7.59,-44.95,1.15,-224,-1326,34,19.87,2
5991,5,-7.39,-44.98,1.25,-218,-1327,37,19.93,2
5992,5,-7.56,-44.92,1.15,-223,-1325,34,19.74,2
5993,5,-7.59,-45.15,1.15,-224,-1332,34,19.93,2
5994,5,-7.53,-45.08,1.19,-222,-1330,35,19.87,2
5995,5,-7.46,-45.15,1.22,-220,-1332,36,20.26,2
5996,5,-7.53,-44.98,1.29,-222,-1327,38,19.61,2
5997,5,-7.53,-45.08,1.15,-222,-1330,34,19.87,2
5998,5,-7.53,-45.08,1.22,-222,-1330,36,19.87,2
5999,5,-7.42,-45.08,1.15,-219,-1330,34,19.87,2
6000,6,-5.15,-33.93,0.51,-152,-1001,15,19.87,2
6001,6,-5.12,-33.83,0.54,-151,-998,16,19.93,2
6002,6,-5.08,-33.86,0.58,-150,-999,17,19.87,2
6003,6,-5.12,-34.1,0.54,-151,-1006,16,19.93,2
6004,6,-4.95,-33.93,0.58,-146,-1001,17,19.93,2
6005,6,-4.95,-33.83,0.54,-146,-998,16,19.8,2
6006,6,-5.15,-33.83,0.58,-152,-998,17,19.87,2
6007,6,-4.98,-33.83,0.54,-147,-998,16,19.87,2
6008,6,-5.19,-33.93,0.44,-153,-1001,13,19.67,2
6009,6,-5.02,-33.86,0.51,-148,-999,15,19.74,2
6010,6,-5.02,-33.9,0.54,-148,-1000,16,19.8,2
6011,6,-5.08,-33.93,0.58,-150,-1001,17,20.0,2
6012,6,-4.92,-33.93,0.58,-145,-1001,17,19.67,2
6013,6,-5.12,-33.86,0.54,-151,-999,16,19.8,2
6014,6,-5.02,-33.93,0.51,-148,-1001,15,19.74,2
6015,6,-5.05,-33.86,0.54,-149,-999,16,19.87,2
6016,6,-5.19,-33.86,0.54,-153,-999,16,19.54,2
6017,6,-5.05,-33.9,0.47,-149,-1000,14,19.87,2
6018,6,-5.12,-33.9,0.58,-151,-1000,17,19.67,2
6019,6,-5.15,-33.76,0.61,-152,-996,18,19.93,2
6020,6,-5.12,-34.03,0.51,-151,-1004,15,19.74,2
6021,6,-5.19,-34.0,0.54,-153,-1003,16,19.93,2
6022,6,-5.22,-33.93,0.54,-154,-1001,16,19.87,2
6023,6,-5.22,-34.0,0.58,-154,-1003,17,19.61,2
6024,6,-5.08,-33.86,0.47,-150,-999,14,19.8,2
6025,6,-5.08,-33.97,0.58,-150,-1002,17,19.8,2
6026,6,-5.12,-33.97,0.54,-151,-1002,16,19.67,2
6027,6,-5.02,-33.9,0.58,-148,-1000,17,19.8,2
6028,6,-5.02,-33.97,0.51,-148,-1002,15,19.8,2
6029,6,-5.12,-33.97,0.58,-151,-1002,17,19.74,2
6030,6,-4.98,-33.86,0.51,-147,-999,15,19.8,2
6031,6,-4.98,-33.73,0.47,-147,-995,14,19.67,2
6032,6,-4.95,-33.83,0.51,-146,-998,15,19.93,2
6033,6,-4.92,-33.86,0.51,-145,-999,15,19.87,2
6034,6,-5.15,-33.97,0.58,-152,-1002,17,19.74,2
6035,6,-5.22,-33.83,0.58,-154,-998,17,19.87,2
6036,6,-5.12,-33.86,0.54,-151,-999,16,19.54,2
6037,6,-5.05,-33.9,0.47,-149,-1000,14,19.67,2
6038,6,-5.19,-34.03,0.51,-153,-1004,15,19.8,2
6039,6,-5.12,-33.97,0.47,-151,-1002,14,19.61,2
6040,6,-5.19,-33.83,0.47,-153,-998,14,19.74,2
6041,6,-5.02,-33.9,0.54,-148,-1000,16,19.61,2
6042,6,-5.15,-34.03,0.51,-152,-1004,15,19.74,2
6043,6,-5.15,-33.8,0.61,-152,-997,18,19.67,2
6044,6,-5.12,-34.0,0.58,-151,-1003,17,19.74,2
6045,6,-5.02,-33.83,0.47,-148,-998,14,19.93,2
6046,6,-5.12,-33.93,0.47,-151,-1001,14,19.87,2
6047,6,-5.15,-33.97,0.54,-152,-1002,16,19.61,2
6048,6,-4.92,-34.03,0.47,-145,-1004,14,19.8,2
6049,6,-5.08,-33.86,0.54,-150,-999,16,19.87,2
6050,6,-5.08,-33.8,0.47,-150,-997,14,19.74,2
6051,6,-4.88,-33.93,0.54,-144,-1001,16,19.8,2
6052,6,-4.92,-33.76,0.44,-145,-996,13,19.74,2
6053,6,-5.05,-33.9,0.54,-149,-1000,16,19.8,2
6054,6,-5.05,-33.86,0.61,-149,-999,18,19.61,2
6055,6,-5.05,-33.86,0.47,-149,-999,14,19.61,2
6056,6,-5.02,-33.9,0.47,-148,-1000,14,19.67,2
6057,6,-5.02,-33.86,0.44,-148,-999,13,20.0,2
6058,6,-5.12,-34.0,0.47,-151,-1003,14,19.67,2
6059,6,-4.98,-33.83,0.51,-147,-998,15,19.61,2
6060,6,-4.95,-33.86,0.58,-146,-999,17,19.61,2
6061,6,-5.05,-33.97,0.54,-149,-1002,16,19.8,2
6062,6,-5.05,-33.9,0.54,-149,-1000,16,19.67,2
6063,6,-5.15,-33.76,0.54,-152,-996,16,19.8,2
6064,6,-4.95,-33.93,0.54,-146,-1001,16,19.8,2
6065,6,-5.05,-33.9,0.47,-149,-1000,14,19.87,2
6066,6,-4.92,-34.0,0.51,-145,-1003,15,19.87,2
6067,6,-4.98,-33.83,0.47,-147,-998,14,19.54,2
6068,6,-4.88,-33.83,0.58,-144,-998,17,19.67,2
6069,6,-5.02,-33.76,0.54,-148,-996,16,19.8,2
6070,6,-4.98,-33.86,0.41,-147,-999,12,19.87,2
6071,6,-4.98,-33.9,0.51,-147,-1000,15,19.54,2
6072,6,-5.08,-33.76,0.47,-150,-996,14,19.74,2
6073,6,-5.19,-33.9,0.58,-153,-1000,17,19.74,2
6074,6,-5.15,-33.97,0.47,-152,-1002,14,19.93,2
6075,6,-5.12,-33.97,0.54,-151,-1002,16,19.8,2
6076,6,-5.05,-33.76,0.51,-149,-996,15,19.61,2
6077,6,-5.05,-33.83,0.58,-149,-998,17,19.8,2
6078,6,-4.98,-34.0,0.47,-147,-1003,14,19.74,2
6079,6,-4.95,-33.9,0.54,-146,-1000,16,19.61,2
6080,6,-5.12,-33.93,0.47,-151,-1001,14,19.61,2
6081,6,-5.08,-33.73,0.47,-150,-995,14,19.67,2
6082,6,-5.05,-33.97,0.54,-149,-1002,16,19.67,2
6083,6,-5.02,-33.9,0.51,-148,-1000,15,19.8,2
6084,6,-4.98,-33.83,0.54,-147,-998,16,19.54,2
6085,6,-5.12,-33.9,0.58,-151,-1000,17,19.87,2
6086,6,-5.02,-33.93,0.47,-148,-1001,14,19.67,2
6087,6,-5.05,-33.9,0.58,-149,-1000,17,19.61,2
6088,6,-5.19,-33.8,0.51,-153,-997,15,19.87,2
6089,6,-5.02,-33.76,0.51,-148,-996,15,19.54,2
6090,6,-5.02,-33.93,0.54,-148,-1001,16,19.8,2
6091,6,-5.02,-33.83,0.61,-148,-998,18,19.41,2
6092,6,-5.05,-33.9,0.51,-149,-1000,15,19.8,2
6093,6,-5.08,-34.0,0.54,-150,-1003,16,19.93,2
6094,6,-5.02,-34.03,0.54,-148,-1004,16,19.74,2
6095,6,-5.15,-33.93,0.54,-152,-1001,16,19.74,2
6096,6,-5.12,-33.8,0.47,-151,-997,14,19.8,2
6097,6,-5.08,-33.97,0.51,-150,-1002,15,19.74,2
6098,6,-5.19,-33.97,0.58,-153,-1002,17,20.0,2
6099,6,-5.05,-34.0,0.51,-149,-1003,15,19.74,2
6100,6,-5.12,-33.93,0.54,-151,-1001,16,19.61,2
6101,6,-5.22,-33.83,0.47,-154,-998,14,19.93,2
6102,6,-5.02,-33.93,0.54,-148,-1001,16,19.67,2
6103,6,-5.02,-33.86,0.61,-148,-999,18,19.93,2
6104,6,-4.98,-33.86,0.54,-147,-999,16,19.74,2
6105,6,-5.15,-34.0,0.54,-152,-1003,16,19.67,2
6106,6,-4.95,-33.97,0.58,-146,-1002,17,19.61,2
6107,6,-5.12,-33.93,0.61,-151,-1001,18,19.93,2
6108,6,-5.12,-33.93,0.44,-151,-1001,13,19.54,2
6109,6,-4.92,-33.86,0.51,-145,-999,15,19.87,2
6110,6,-4.98,-34.0,0.51,-147,-1003,15,19.93,2
6111,6,-5.02,-34.0,0.51,-148,-1003,15,19.34,2
6112,6,-5.05,-33.9,0.54,-149,-1000,16,19.61,2
6113,6,-4.98,-33.8,0.54,-147,-997,16,19.74,2
6114,6,-5.02,-33.86,0.51,-148,-999,15,19.61,2
6115,6,-5.12,-33.9,0.44,-151,-1000,13,19.74,2
6116,6,-5.08,-33.73,0.51,-150,-995,15,19.8,2
6117,6,-5.02,-34.0,0.47,-148,-1003,14,20.0,2
6118,6,-5.12,-33.83,0.54,-151,-998,16,19.87,2
6119,6,-4.92,-33.93,0.54,-145,-1001,16,20.0,2
6120,6,-5.02,-34.0,0.54,-148,-1003,16,19.67,2
6121,6,-5.02,-33.86,0.58,-148,-999,17,19.67,2
6122,6,-5.15,-33.93,0.58,-152,-1001,17,19.87,2
6123,6,-5.05,-33.93,0.54,-149,-1001,16,19.67,2
6124,6,-4.88,-33.76,0.54,-144,-996,16,19.54,2
6125,6,-5.02,-33.86,0.54,-148,-999,16,19.47,2
6126,6,-5.12,-33.86,0.58,-151,-999,17,19.87,2
6127,6,-5.05,-33.93,0.54,-149,-1001,16,19.74,2
6128,6,-4.95,-33.93,0.47,-146,-1001,14,19.54,2
6129,6,-5.02,-33.97,0.54,-148,-1002,16,19.74,2
6130,6,-5.08,-33.97,0.58,-150,-1002,17,19.74,2
6131,6,-5.05,-33.97,0.54,-149,-1002,16,19.74,2
6132,6,-5.05,-33.97,0.58,-149,-1002,17,19.87,2
6133,6,-5.08,-33.86,0.47,-150,-999,14,19.8,2
6134,6,-5.08,-33.93,0.54,-150,-1001,16,19.61,2
6135,6,-4.95,-33.9,0.44,-146,-1000,13,19.93,2
6136,6,-5.19,-33.93,0.51,-153,-1001,15,19.87,2
6137,6,-5.05,-34.07,0.54,-149,-1005,16,19.8,2
6138,6,-4.95,-33.9,0.58,-146,-1000,17,19.8,2
6139,6,-5.08,-33.97,0.47,-150,-1002,14,19.93,2
6140,6,-5.02,-33.9,0.51,-148,-1000,15,19.8,2
6141,6,-4.98,-33.86,0.54,-147,-999,16,19.67,2
6142,6,-5.08,-33.86,0.47,-150,-999,14,19.8,2
6143,6,-5.05,-33.93,0.54,-149,-1001,16,19.34,2
6144,6,-5.05,-33.86,0.54,-149,-999,16,19.67,2
6145,6,-5.08,-33.97,0.47,-150,-1002,14,19.74,2
6146,6,-5.02,-34.07,0.47,-148,-1005,14,19.54,2
6147,6,-5.19,-33.9,0.51,-153,-1000,15,19.8,2
6148,6,-5.05,-33.8,0.58,-149,-997,17,19.54,2
6149,6,-5.15,-33.97,0.54,-152,-1002,16,19.54,2
6150,6,-5.12,-33.83,0.54,-151,-998,16,19.93,2
6151,6,-5.08,-33.93,0.47,-150,-1001,14,20.13,2
6152,6,-5.08,-33.9,0.58,-150,-1000,17,19.67,2
6153,6,-5.05,-33.86,0.54,-149,-999,16,19.87,2
6154,6,-5.02,-33.83,0.58,-148,-998,17,19.67,2
6155,6,-5.05,-34.0,0.54,-149,-1003,16,19.87,2
6156,6,-4.95,-33.9,0.51,-146,-1000,15,19.87,2
6157,6,-5.15,-33.83,0.61,-152,-998,18,19.87,2
6158,6,-5.12,-33.97,0.47,-151,-1002,14,19.8,2
6159,6,-5.08,-33.93,0.54,-150,-1001,16,20.0,2
6160,6,-5.08,-33.93,0.58,-150,-1001,17,19.8,2
6161,6,-5.08,-34.0,0.47,-150,-1003,14,19.87,2
6162,6,-5.15,-33.8,0.51,-152,-997,15,19.67,2
6163,6,-5.02,-33.9,0.54,-148,-1000,16,19.67,2
6164,6,-4.98,-34.0,0.47,-147,-1003,14,19.61,2
6165,6,-5.08,-33.8,0.47,-150,-997,14,19.93,2
6166,6,-5.22,-33.9,0.54,-154,-1000,16,20.0,2
6167,6,-5.15,-33.83,0.64,-152,-998,19,19.61,2
6168,6,-5.08,-33.93,0.58,-150,-1001,17,19.61,2
6169,6,-4.98,-33.93,0.54,-147,-1001,16,19.8,2
6170,6,-5.05,-34.03,0.51,-149,-1004,15,19.47,2
6171,6,-5.12,-33.83,0.47,-151,-998,14,19.74,2
6172,6,-5.08,-33.83,0.61,-150,-998,18,19.74,2
6173,6,-5.12,-33.86,0.51,-151,-999,15,19.93,2
6174,6,-5.25,-33.86,0.47,-155,-999,14,19.74,2
6175,6,-5.02,-34.0,0.54,-148,-1003,16,19.74,2
6176,6,-4.95,-33.9,0.47,-146,-1000,14,19.67,2
6177,6,-5.12,-33.8,0.51,-151,-997,15,19.8,2
6178,6,-5.08,-33.9,0.54,-150,-1000,16,19.8,2
6179,6,-5.12,-33.83,0.58,-151,-998,17,19.67,2
6180,6,-5.12,-33.86,0.51,-151,-999,15,19.8,2
6181,6,-5.02,-34.03,0.54,-148,-1004,16,19.67,2
6182,6,-5.08,-34.03,0.54,-150,-1004,16,19.8,2
6183,6,-5.08,-33.8,0.47,-150,-997,14,20.07,2
6184,6,-5.08,-33.8,0.54,-150,-997,16,19.74,2
6185,6,-4.95,-33.9,0.54,-146,-1000,16,19.67,2
6186,6,-4.98,-33.97,0.58,-147,-1002,17,20.07,2
6187,6,-5.12,-33.83,0.47,-151,-998,14,19.67,2
6188,6,-5.05,-33.93,0.58,-149,-1001,17,19.54,2
6189,6,-5.05,-34.03,0.54,-149,-1004,16,20.0,2
6190,6,-5.05,-33.86,0.44,-149,-999,13,19.87,2
6191,6,-5.12,-33.9,0.58,-151,-1000,17,19.8,2
6192,6,-4.95,-33.97,0.54,-146,-1002,16,19.87,2
6193,6,-5.02,-33.86,0.51,-148,-999,15,19.67,2
6194,6,-5.05,-34.0,0.58,-149,-1003,17,19.74,2
6195,6,-5.05,-33.83,0.47,-149,-998,14,19.54,2
6196,6,-5.08,-33.83,0.64,-150,-998,19,19.74,2
6197,6,-4.98,-34.07,0.54,-147,-1005,16,19.74,2
6198,6,-5.19,-34.03,0.61,-153,-1004,18,19.8,2
6199,6,-5.02,-33.86,0.44,-148,-999,13,19.74,2
6200,6,-5.08,-33.9,0.44,-150,-1000,13,20.07,2
6201,6,-5.15,-34.03,0.47,-152,-1004,14,19.54,2
6202,6,-5.02,-33.97,0.44,-148,-1002,13,19.8,2
6203,6,-5.08,-33.9,0.47,-150,-1000,14,19.54,2
6204,6,-5.08,-33.9,0.54,-150,-1000,16,19.87,2
6205,6,-4.98,-33.97,0.47,-147,-1002,14,20.0,2
6206,6,-5.19,-33.86,0.58,-153,-999,17,19.74,2
6207,6,-5.15,-33.86,0.54,-152,-999,16,19.74,2
6208,6,-5.22,-33.86,0.61,-154,-999,18,19.74,2
6209,6,-5.08,-33.97,0.44,-150,-1002,13,19.87,2
6210,6,-5.12,-33.86,0.54,-151,-999,16,19.74,2
6211,6,-5.19,-33.86,0.51,-153,-999,15,19.74,2
6212,6,-5.02,-33.83,0.47,-148,-998,14,19.8,2
6213,6,-4.92,-33.9,0.47,-145,-1000,14,19.67,2
6214,6,-5.05,-33.86,0.47,-149,-999,14,19.8,2
6215,6,-5.08,-33.93,0.54,-150,-1001,16,19.67,2
6216,6,-5.05,-33.93,0.51,-149,-1001,15,19.93,2
6217,6,-5.02,-33.97,0.51,-148,-1002,15,19.61,2
6218,6,-5.22,-33.8,0.58,-154,-997,17,20.2,2
6219,6,-5.05,-33.8,0.58,-149,-997,17,19.93,2
6220,6,-5.05,-33.9,0.51,-149,-1000,15,19.87,2
6221,6,-5.05,-34.07,0.47,-149,-1005,14,20.0,2
6222,6,-5.12,-33.9,0.47,-151,-1000,14,20.0,2
6223,6,-4.98,-33.83,0.58,-147,-998,17,19.87,2
6224,6,-5.15,-33.93,0.47,-152,-1001,14,19.87,2
6225,6,-5.15,-33.73,0.54,-152,-995,16,19.61,2
6226,6,-4.92,-33.83,0.54,-145,-998,16,19.87,2
6227,6,-5.02,-34.0,0.54,-148,-1003,16,20.07,2
6228,6,-5.08,-33.76,0.54,-150,-996,16,19.87,2
6229,6,-5.12,-33.9,0.47,-151,-1000,14,19.8,2
6230,6,-5.08,-33.83,0.47,-150,-998,14,19.54,2
6231,6,-5.05,-33.93,0.58,-149,-1001,17,19.8,2
6232,6,-4.98,-33.86,0.51,-147,-999,15,19.8,2
6233,6,-5.02,-33.9,0.54,-148,-1000,16,19.61,2
6234,6,-5.08,-33.93,0.58,-150,-1001,17,19.8,2
6235,6,-5.05,-33.93,0.58,-149,-1001,17,19.47,2
6236,6,-5.08,-33.86,0.51,-150,-999,15,19.87,2
6237,6,-5.22,-33.83,0.51,-154,-998,15,19.61,2
6238,6,-4.95,-33.83,0.54,-146,-998,16,19.54,2
6239,6,-5.05,-33.93,0.47,-149,-1001,14,19.54,2
6240,6,-4.95,-33.83,0.47,-146,-998,14,19.74,2
6241,6,-5.08,-33.97,0.58,-150,-1002,17,19.67,2
6242,6,-5.15,-33.8,0.51,-152,-997,15,19.8,2
6243,6,-5.22,-33.97,0.47,-154,-1002,14,20.13,2
6244,6,-4.98,-33.93,0.54,-147,-1001,16,19.67,2
6245,6,-5.02,-33.86,0.54,-148,-999,16,19.61,2
